sentence,char_count
"amazing ek ti cam।
intact pjak chilo।
sundor ekta bjag uphar gave thnks seller ke 10/10
phicharer to last naai osthir feature। 
smart traking opshnta khubi bhlo। 
basaj manush nah thakle smart traking chalu kore dile keu jodi basaj prbesh kore ।ntiphikeshn khub phast work kore। 
sobai niye paren kon prob nah khubi valo ekta jinish mi to duita nijechhi।
but duhkher bishj er shathe kono ojarenti kard deoa hoy nah।
tobe bajare 2080 tk daam shune klijaj aghat peychi। ofc it paikari dam silo। ojarenti nah giving karne duita rate less dilam ‌। bajare ek bchhrer ojarenti ace।
 aiemoiu brjander 64 jibi memori kard  kine nije esechhi। bhaloi running।",647
alhamdulillah mi product and product er qlty nije shontushto achhi। kthar with kajer 100% mil peyechi thnks seller vaike ❤️,129
onk vlo ekta cam nite paro sobai thanks darajke,55
dokaner jnno bought। khrp naa valoi running ekon dekha jak kt din teke।,65
tnx seller ke all thik thak peechhi jinis 100% othentik,52
ago duita kinechhilam again ek ta nilam vlo prodact,50
"jara khancha banaben, erkm bana color kore lagaben। 
srvc valo, rikmend।",71
"mi dbitijbarer mto prodaktti nilam। 
ek kthaj blte pari alhdlh ank valooo product।",96
bhaloi kharap naa plastic oro strong hole hto।,42
kjamrata bhal। bebohar kre review dichhi।,39
thank you sir,13
prodaktti khubi vlo। nite paro।,34
onk valooo ek ti sisi cam।,29
a‌mi ta k‌ja‌mera odar k‌re‌chhi। sa‌the ta b‌jakp‌jak pi‌chhi। all kichhui vlo pai‌chhi। dhn‌jbad drz and seller‌ke। de‌liva‌ri m‌jan nirdha‌rit stha‌nei pe‌chhe di‌e‌chhe dhn‌jbad all‌ke। k‌ja‌meragu‌lea o‌the‌ne‌tik silo।,218
"valo । good product.
tnx .
best seller",38
It's a good product....,23
ei dame bhal koaliti,21
cam ta ank sundr legechhe vid koaliti onk kliar legechhe  aipi kjamerar inside best imou  ranger. 3mp  edit.  aplod dea pic ghola he gechhe seta emnite ank priskar,174
vlo prdt   caile niye paren,33
good and satisfy.,17
"ekdom nikhunt peechhi,rejuleshn o thiki ase।",39
kubi shontushto pnjtir upr। kajer ek ti jinish। also kekti jinish near ichchhe ache।,77
bhal ek ta camera। photo onk porishkar dekha ja।,46
bhlo qlty sathe bjag paichi। thjangks,40
khub e vlo ek ta jinis  ❤💝👌,25
2551 tk nijechhi। qlty price hishebe tk ace। ekdin bebahar kore rv gave।,79
"rate IR r alo less 2MP er tulna,  ejnj kono manush chena jana spht kre vid। 

3MP camera 2MP chee bad rate। dineo color valona ovar sharp kore sob nst, only rejuleshn more die 3MP name sel krchhe।

nah kenar pramrsh thakbe sbar j। jodi chao eder 2MP ta nite paro। 
r eder customer service o valona।",299
"imou e mdeler aipi camera r before tinta nijechhilam। bt ebarer 2k rejuleshn er seim mdel nijechhi। amar kachhe r ager mdelguloi bhal mone hoyeche। intarnet spid kub valo thaka sttbeo poor netojark sho krchhe। almost tin mas bebohar korar pr review dichchhi। rejuleshn vlo & nait vishn valomtoi work kre। ektai problem litensi prchur। smvbt e mdel gulor sphtojjar r prob othba hardojar r kicu bjapar thakleo thakte pare। idhar net kebl dije sngjog dijechhi tarpro onk letensi। er ageo je mdel gulo bebahar krechi ogulo direkt ojaiphai er madhjme kanekt kora , bt ogulo khb bhaloi parphrm krchhe। e mdeler aipi cam ojaiphai er kanekt krle ljatensi also bede jai। eta aamar bastb ovijnjta from shejar korlam। jodi rate deoa takes tahle ami 10/6 dib। 
imou mdel chhadao shaomi brjander aipi cam iuj kori & ezviz brjander aipi cam iuj kori। shaomi & ezviz er chaite onek bhlo parphrm kre। but seller khub quickly prodaktti send kreche ebong prodaktti orijinal silo।",990
"era bjag phri die 2400 takar jinsh 2600 kore bechtechhe।
kicu bolar naai।।",70
all milie ek ktha osadharn product। ami emon chaichhi tk temon paise।,67
"alhamdulillah onek valo ek ti purn peyechi।
er age ekti nijechhilam tin hajar takar inside eki mdeler onj stor thke।
apnader store  damo kom shathe ekti genji gipht pelam।
and ager ta cilo 2mp
akhon 3mp . 
onnk thx seller, daraz ebong dlv sklke।",248
alhdlh valo।  but oarenti kard mne hocche paini।,57
alhdlh all kichu ok ace,30
orijinal prodact jodio sat day por dlvry gave।,53
return dite 1 week hoe gelo response nah.. frustrated 😡,55
prdt r quality ekdom orjinal and dlvry prcheshtao valooo silo।,69
alhamdulillah khub vlo prdt। shundor vabe work krchhe।,56
orginal product.,16
100%valo,8
use kra easy। instl kra shohoj r kub fast setap hje jay। vid qlty bhlo। oto nait mude goes jay। eta kntrol krte parle valooo hto। ovral vjalu phr mani amar mte,173
"kmbo te ta jibi r ta jibi memori kard silo। amake jibi kre 3 ta deja hichhe, jar prais kom। slr r sathe word hichhe chenjj kore dibe। r dej nei। prodact & ekhon dilet kre gave।",185
actually amar kshetre hoice ki ami anchhi onekdin hje gechhe kintu ekhno aami lagaini dekhi front need hole use krb ।,117
kemra avg bhalo mone hosse tobe memori kard tiktechhe na khub e tensne achhi dui dine ek ti memori noshto he jachchhe e prjnt 5 ti memori kard broken he gechhe।,154
duiti k‌ja‌mera ni‌e‌chhi alhadu‌lillah sa‌rvis va‌leai pa‌chchhi but  slr r ka‌chhe mi jan‌te chai je oa‌renti sa‌rvis ta ki va‌be pa‌bea,145
"product khubi bhlo peychi। 1 bchhrer mt bebahar kore rv dichchhi। chokh bndh kore nite paren। 
ojaps ta eto lil bit apdet krle bhal hoi। pisite kanekt kore nite parle onek bhalo vabe use korte parben jara ektu fast sev kra klip bar bar dekhte hoi। 
but 2k varsn ta sbar j noy। eta onk jajga khaj memorir।",308
Imou ranger 2 kemerata niechhilam। 2 week chlar pr it phoner with kanekt hosse nah। kanekt korte gele 85 % kanekting er pr diskanekt he ja r e lekhata ase।,160
"kjameratir netojark leging isju thakaj e kjameratir 14 day ij rtrn thaka  sttbeo  ekdin pr rtrn krar preo  mi bdt rfnd pajni, slr ke mesej gave seller ebong drz tim bll  rfnd hobe  naa ojarenti  klem korte parben,aami thaki chttgrame shorum hosse dhakaj, mi blechhi aami ojarenti kleim chaina tk rfnd chai egula lng prses , jehetu mi sat diner vitrei pnjti aami return krechi, daraz tim bll  jehetu ekbar iuj hoyeche rfnd psibl na, it ek dhrner grahker shathe dhonkabaji! then r 14 diner iji rtrn dekhije lav ki!daraz thke bishbastai uthe gel",572
????,4
aipi cam ta bes bhalo ami nije bebahar kre review dilam। all drkar ple niye paro। dlvry guy er use ontt bhalo bai prjnt ese die gechhen। dhonnobad daraz ke।,171
"prod er qlt onek valooo। bt size ta arektu coto hole vlo hoto, kjamerar quality khubi vlo।
saund ta ank laud। maikrophon quality & onek bhlo।
nirdbidhaj niye paren।
tobe dam ta arektu less hole bhal hoto। amar dlvry phi sh 2300 bdt pdechhe",256
"alhamdulillah onek vlo ekti prdt। 

shathe ekta bjag de emon kicu rivio dekhichhi bat amake de de nai e chhaa all kichhui oke ase 
thnks",140
"dhonnobad vaija but total apnader kachh theke amader tinta cam neoja hl apnader eki kompanir khubi bhalo and apnader bebahar all thke bsh bhal legechhe 

slr jkhn kastmarer jekono issue ace help korar cheshta kre oita aslei khubi bhal lage doja kori apnader jnno",264
onk valo ponno apnra sobai niye paren ami r ageo krj korechi all milije bhal।  thx darajke।chobi & pnjer dhrn eki,118
duhkhit pik dite parchhina karon jinishta set kore phelchhi jajga mto। nir bije nije paro onek valo service paben।   ar kichu nah bli if vlo srvc na pan then ami mjanshn kre ek ta gali dijen jajen।,197
"age erkm kichu bebahar krini। bt etar shob phangshn test kore ja bujhlam, indore bjbharer j 2200 taka eta best। nait vishn ta although khub ekta kliar na। r maikrophon ta nes more h lil bit। echhaa baki smst ftr ostir।",220
"alhmdu onek bhalo prdt , knt era ek ta bjag dite chee bjag denai, eta onk duhkhjnk।",100
prdt ank valooo hechhe jemon seen temni peechhi tnx slr and delivarimjanke kub fast sme ( ordare day theke 4 dine prdt hand e) delivery dear jnj,159
"orijinal product, sbdik from bhalo। otidrut dlvry peechhi, matr 24 ghntar inside। veri sjatisphaid।",103
"jinishta khubi bhal । mi ageo ek ta nijechhilam, tobe seta daraz theke na RYANS from । setao bhlo cilo । but eta Daraz thke neojar karon hosse etar sthe je gipht hisabe ek ta bjag ase setar jonno । plas free delivery-o pejechhilam alhamdulillah । kintu, bjager qlt ekebare bad ! but prdt er quality amazing । jaihok, apnara nite paren।",351
"camera ek ta aste work kre, arekta sbavabik। cam valo। only 2.4 GHz,5 GHz kanekt hoi nah।",96
onek onk valooo quality er ekti camera। apnara chailei nite paren। ei cam te onekgulo feature ojad kra ase,105
"kjamerata bhaloi, but 32 jibi memri kard bebohar krle matr 2 diner vid rekrd kra ja,।",94
mota moti valooo chaile nite pare istrej beshi dre rakhte pare nah ghnta dre rakhte pare mebi,90
prod kharap naa। tobe slr aamar with khb kharap ek ta kaj koreche। gipht aitemer talk jijnjes krle uni amake blechhil bjag dibe। ami onake blechhilam ei muhurte aamar jnno cam kena khb ekta jruri na cuz ageo ami onader theke ekta cam kinechhilam। only bjag dibe ble ordarta krechhilam। ordr krar pore again chjat bkse ble dijechhilam bjag er kotha। ato kichhur preo se amake bjag na dije chabir ring gave। kubi kosht pichi his/her emon ost and anprpheshnal achrne।,464
"shobkichu thikthak ace, ekhon how long works eta dekhar bish। 

dhonnobad seller vai, & daraz tim।",85
"kjamra koaliti  onnk bhalo cilo shathe ek ta 
bjag gipt peechhi  
u all jodi chao niye paro
thnks",96
khubi bhal jinis mi before renggar 2 C nichhilam oi ta thke rengar 2 er rejuleshner vlo,81
"dlv man kub karap ekta chhele, shudu manbik dik theke take kichu bllam na",75
"aipi kjamerar qlt more bhlo hoja uchit cilo, 3 megapikseler camera  qlty also valooo hoja uchit chilo,",110
"camera 360 digri ghurte shomossha hosse ghurte gije beje beje ghurtechhe and kjamerar pichhne bar kod skjan krle jeta gugle sarch dile mjach krchhe nah e bishje ur shathe hojatsojap aamar talk hoice ebong pic pathijechhil ophisijal ojarenti kard ba dokaner memo pini












🐦",276
bro kichhukshn pr pr vid rekrd kora bndh he ja ken bujhlam naa। kono ki problem???,80
"ek ktha amazing, 2k rejuleshn er vid rekrd kra ja, nait vishn mude besh vlo dekha ja। ar spikarer saund kalito besh valooo, smart traking and kub bhalo, shobkichu milie khubi bhal, slr and khub bhlo ek sathe 2 ta odar krechhilam to 2 tar jonno 2 ta bjag diechhe।",255
"ekmas hoy prodaktta nichhi, 360 enggele ghurate gelei hjang hje stays",67
video kete kete ase  tao 2-3 min kre khuje paina naa phaul camera,66
"kjamerati khubi valomaner,jodi chao apnaroo nishchinte niye paren।",62
Pro onek apdet jekon netojark bbhar kora jay bhal kaj kore,59
"good product 
cam klijar ase 
saundta ektu kom hoi",57
"camera valoi knt saund koaliti low 
ovarl bhalo",53
"kub bhlo। 
sbai nite paren। 

rvw dekhe nilam mi।",51
mshllh kjamerati onk bhal nihsndehe niye paren,53
orijinal product । 6 mas r more shomoy bebohar krchhi।,53
prdt khb valo tnx seller o dlv mjanke,52
kub sundr ek ta cam use krchhi khub bhal lagchhe,52
ita amdr brjander camera naa।,35
gud qlty prod aami dirghdin bebohar kore blchhi prdt khubi valo caile nite paren thanks,98
kinar ekmas por review dichchhi onk sundr hoyeche।,48
"net kanekt krte pari nai apnake onekbar esemes dichchhi apni kono uttr dichchhen nah ejnj return krte badhj hlam 
।",113
mov krte issue hosse and word klijar noh,42
"eta kemn talk,,,,bjagta dilen na keno,,,,",41
khub e valo ek ta prod। vid rejuleshn vlo। delivarite deri h nei,68
e price er majhe r from bhalo cam naai।,40
bhaloi ache now dekhar bish kto din works 😊,38
amazing ek ti camera। ei bajete best।,39
"4 ta nichhi mot, vlo othentik prdt",38
alhamdulillah onek valooo ekta divais,36
temon bhlo na। ktkt shbd hoi vitre |,36
ojaiphai kanekshn hosse naa ki korbo??,35
ei ta kub bhal camera mi niechhi,34
damaged product.. seller e blame daraz.. daraz blame seller.. amra victim 😒,75
eta valooo i chltechhe alhmdu,32
ok jemon ta cheechhi temntai paisi,32
15  day bjabhar kore dekhlam। shob kichu thikthak । 10/10,51
"alhamdulillah valooo, more ekta order dichchhi। ❤️❤️❤️",51
sob ok ace talk bla ektu issue,30
3 star er product k 5 star diye bechhe.. misleading rating system,65
sundr ekta camera kub vlo,29
bhalo apnra jodi chao nitr paren,28
valo kaj krchhe। indore bjbharer j best।,42
alhdlh vlo running,24
BEST PRICE AND PRODUCT 💝,24
mashallah ank sundr ❤️,24
Original and authentic.,23
Love You Imou Too Good,22
khb valo ekti prdt,23
"damer tulna pnjti amazing 
bishesh kore packing ank valo",58
best camera cilo ata,20
Very nice and useful,20
everything good ❤️❤️,20
onk bhalo maner camera,24
everything good ❤️,18
nite 0aren sobai,16
onnk vlo camera je keu niye paro।,36
osthir product,14
vlo chilo👌,10
om,2
bhaloi to,8
Recommended to buy,18
"khub e qlt prodact, mobailer mto krei word bla jay, TWO WAY TALK & Human Detection thakaj basaj bachchader mnitring krte benefit hoi। lenser wide angle r rejjuleshn khb sundor।",185
kjamerata bhal kono problem nei,30
"valoi, kintu  smart tracking krar sm hank kre।",48
amar kjamerar bjs tin mas bhaloi cholche,38
"kub bhlo prod 100%
sobai niye paren",39
bjag deoar kotha bt dej nei।,34
amazing ekta jinish। sobai niye paren,34
Excilent product,16
mutamuti valo niye paren।,25
khu‌bei vlo,10
really good camera and orjinal,30
bhalo jinis u all niye paro,28
e cam tar vjes quality ekdm baje। saund onnk kom।,58
koaliti bhal but pete onk sm felt,37
your service is very bad.,25
Not bad avarage quality.,24
damta arektu kmano uchit।,24
"taka dije tenshn kena। jader tenda, markudi rautar their jnno rikomend korbo nah। seller re order krar before prshn krechhilam tenda rautare kanekt hobe kina kintu respns kreni। aiti bishje ora khub e onvijnj। amar kon smadhan they dite pareni। shob rautare esb cam saport kre nah।",279
"camera brabrer mto vlo,bt kha*kir bachcha selare damaged 64 jibi memori dicche।amar takatai ls।",95
"dja kore mal dekheshune diben 
malta jen return naa hoi।",54
phaltu camera। nait vishn er ja ta obstha।,42
"kenar age must e rvw ta vlo kore pe niben।

kjamerar laganor prthm dinei memori kard chhada 7-8 hour chlar prei extra warm he ja ebong red light jle thake, bndh kre chalu krar pr grin light jle abaro red light। sara rat bndh rekhe skale again trai krte geleo onlain hchchhilo nah sheshe riset kre abar kanekte korte hechhe।

 kjamerar qlty amake kubi ashaht koreche, dine janalar alo rume prbesh krle sei jaga gulo kubi baje dekha ja & vid extra matra sharp & more otirikto kalarphul ja khubi baje legechhe ebong nait mudeo tader bla renjjeo kub bsh bhal koaliti tara dite pareni chehara bujhte kosht he ja,
mic koaliti tulnamulk bhlo mone hechhe।

but muvment kub ekta smuth nah, ontt eita valo kra uchit 
camera kinar after saw tader mob ep r praim sob phichari peid mane abar bdt die to buy hbe।

sob from kharap legechhe tader srvc, tader mesej die paoa ja na, 1-2 din pr ese riplai kore, echhaao kjamerar sathe no rshid & oarenti chilo nah। 


ami srbmot 5 ta cam (2 for indoor & 3 bulb camera for outdoor)  kinar uddeshjei video dekhe tader ek ta camera kini knt bujhte parlam segulo peid review chilo।

shob sheshe ja bujhlam empi ke only name ovar sharp kore nam diechhe 2 ke।",1204
alhmdu kub bhal ekta product diyeche sblp mulje। all niye paro। pekejing vlo chilo,91
"mot bdt=1018/- (velivari sh)
mejadottirn date:08/06/2025
e dame paojaj onnk khushi।
pjakejingo bhlo chilo।
thx drz ke ☺️☺️",132
"kubi worst packaging, knteinar phete onnk likuid pde gechhe। darajer uchit also bhalo vabe pjaking kora। knteinar ti babl r‍jap kre pjaking kre pjaker top phrajail istikar lagano।",175
"vulei gijechhilam je eta aamar hate sjut kre naa । onk raph kore phele hater skin। sbari emon hbe kotha naa। sbar skin ekrkm na। ok thak delivery peyechi। valo diskaunt silo dekhe nijechhi। pore olp ektu iuj kre rekhe dijechhi, grame dije dib। onj arekti maild sop nijechhi jeta aamar hate sjut kre।",294
dokane dam dekhchhilam 1080 tk paikari.. kintu daraje vauchar sh ngd kjashbjak sh 870 taka nie nichhi.. alhamdulillah..,120
"gt bchhr ekta nijechhilam 715 takaj e bchhr arekta nilam 900 r mt pdlo। 
tjlet, besin 3/4 jajgaj milaija amar 1 bchhr gechhe ।

ebarer prodakter mejad 2027 er epril prjnt।

best prod best prais । 
10/10 daraz, iunilivar।",233
tin diner inside dlvry peechhi। product er utpadn 12/08/25। mead ache 2028 saler phebruari prjnt। dam & onek kom prchhe। delivarish 813 tk।,143
item jeta debar kotha chilo ok setai peechhi। delivario besh quick silo। market thke ank less price e matr 890 takaj pichi।,119
